id,text,source,created_at,user_id,retweet_count,username,user_desc,location,verified
1494080504815050756,@doctor_oxford @SepsisUK Rachel doesn't like people going against the vaccine narrative even though he's pro vaccine for himself. He obviously cares deeply for his kids unlike some who want everyone jabbed with at risk or not https://t.co/5sdnpFSSnK,Twitter for Android,2022-02-16T22:45:25.000Z,1472601752130228227,0,PWacker2000,Just having a nose,,False
1494098597700419584,"RT @DrJohnB2: Extensive left intracranial hemorrhage &amp; thrombosis in the arms and feet after #CovidVaccination (AstraZeneca):
https://t.co/…",Twitter Web App,2022-02-16T23:57:19.000Z,1160248963326500864,3243,SickfeldJorg,"57,living in Berlin,divorced,no kids, unvaccinated always interested in unvaccinated young ladies",BERLIN,False
1494075383104290817,RT @Lupusreference: 🚨 Today #Anifrolumab has been approved in the European Union 🇪🇺 as an add-on therapy for the treatment of adult patient…,Twitter for iPhone,2022-02-16T22:25:04.000Z,993560211427414016,35,lauraandreoli80,"MD, PhD | Professor #Rheumatology @unibs_official | 2018-20 Chair @SIRyoung_IT | Member @APS_ACTION | Editorial Board @reumatismoJln | #genderequity @EULAR_org","Brescia, Lombardia, Italy",False
1494077546006454273,RT @Reuters: The relatively short shelf life of AstraZeneca's COVID-19 vaccine is complicating the rollout to the world's developing nation…,Tweetbot for iΟS,2022-02-16T22:33:40.000Z,47319345,24,eggry,#PrayForKyoani Feel free to contact in 한국어日本語English flickr: https://t.co/qLpfxGM3bk Instagram: https://t.co/eKHfQxZy58,"Mars, Hwaseong",False
1494086607502069765,"RT @jerezana0902: UK and Russia: peace breaks out!

Russia pushes for AstraZeneca/Sputnik V cocktail, by @RileyWaggaman https://t.co/0Vg3mT…",Twitter Web App,2022-02-16T23:09:40.000Z,25585451,3,lgfocus,"Economics/politics for purpose of world peace and prosperity.
Love animals & beauty of Earth and Cosmos","Colorado, USA",False
1494080580450873346,"RT @Reuters: The relatively short shelf life of AstraZeneca's COVID vaccine has complicated the rollout to the world's developing nations,…",Udacity Data Project,2022-02-16T22:45:43.000Z,338882441,27,ksyooh,"A lady with cautious mind. After years as a Product Manager, I just stepped into the magic VIZ world composed of tech and art.",Beijing China,False
1494070329114869764,RT @proactive_UK: $AZN AstraZeneca EU wins approval for the first drug in more than a decade for lupus   https://t.co/Pi3viD1fZm #AZN #Kati…,Twitter for iPhone,2022-02-16T22:04:59.000Z,2163285464,1,HNWequities,"Serial retweeter of equity news, focusing on M&A, market speculation and takeover targets.",London,False
1494073580749213701,@canberratimes @tallyhoez Hmm ..  I guess the government will just have to send in more of those AstraZeneca bees 🐝🐝🐝🐝🐝🐝🐝😂,Twitter Web App,2022-02-16T22:17:54.000Z,1919378978,0,SuePep52,"Nature loving lefty, feminist, humanist.
Constantly angry these days... trying to find the light with the fight.",Yuggera country ,False
1494067824557502470,"@vilijijitjr @bev_vad @VIDEOgameDROME @FlavioVolpe1 So the CDC, Johns Hopkins, Oxford, etc aren’t credible, now? All you have to do is look at the data. Your vaccine may have helped quell some symptoms during Delta, but has no affect on Omicron. Omicron is nature’s vaccine. It’s a cold, and offers immunity to all previous variants",Twitter for iPhone,2022-02-16T21:55:02.000Z,1380304002844360707,0,HeyZeus9x,"Parody/Satire/Truth - You figure it out. Not in the “Everyone gets a trophy,” generation. When I offend you, move on. Not here to coddle spoiled children. 1A/2A",𝔄 𝔥𝔦𝔤𝔥𝔢𝔯 𝔭𝔞𝔱𝔥,False
1494091380339224581,"""He (Califf) was a paid consultant for Merck Sharp &amp; Dohme, Johnson &amp; Johnson, GlaxoSmithKline, AstraZeneca, and Eli Lilly per ProPublica from 2009 to 2013. "" https://t.co/54O9Ms5V6O",Twitter Web App,2022-02-16T23:28:38.000Z,48487587,0,careal89,,Wisconsin,False
1494082752978862086,RT @DrJohnB2: Recurrent Kounis Syndrome (an acute coronary syndrome) – a life-threatening event after #CovidVaccination (AstraZeneca): http…,Twitter for iPhone,2022-02-16T22:54:21.000Z,314616416,115,Hope295,"My love is my Bible, family, my angels, the spirit world and my photography- Let Go and Let God :)",,False
1494071222518239235,"@jkenney @PremierScottMoe @GovGianforte Drop the mandates, they didn't work. 
Stop the ""vaccines"" they didn't work.
The passports are just plain Nazi.

Get our money back from the convicted corporate criminals.  

https://t.co/VxltZ9gx2p
https://t.co/HkPKbpaXMN
https://t.co/Lng4grFueY",Twitter Web App,2022-02-16T22:08:32.000Z,1342937111956049920,0,Ambera88371847,"Verifiable facts and all things vernacular before and after Babylon

Art Culture History. No Religion.

 No Party.

What Twitter doesn't want you to see.",Canada.,False
1494086440615038985,@AstraZeneca @AlexionPharma February 22nd 2021 was the beginning of my bad year when I was not warned about blood clots from AstraZeneca covid19 vaccine I was given. I later ended up in a ICU bed with blood clots in my brain.  No apologies from AstraZeneca just a cluster of bad excuses  from their lawyers.,Twitter Web App,2022-02-16T23:09:00.000Z,326241404,0,SteaveyB,,,False
1494074198188343297,@doctor_oxford Finally. An untested vaccine on people who really don’t need it.,Twitter for iPhone,2022-02-16T22:20:22.000Z,223129362,0,poppy6482,,leigh on Sea. Essex,False
1494071549040607232,"The Wall Street Journal: AstraZeneca COVID-19 vaccine shipment to Australia blocked by Italy

The move was prompted by the persisting shortage of vaccines in Italy and the EU, delays in the supply of vaccines by AstraZeneca and the fact that Australia i https://t.co/mNed7R878O",Campaign Share,2022-02-16T22:09:50.000Z,1329836089377427457,0,stoccks20,,,False
1494069403251527685,"RT @Reuters: The relatively short shelf life of AstraZeneca's COVID vaccine has complicated the rollout to the world's developing nations,…",Twitter Web App,2022-02-16T22:01:18.000Z,3349573533,27,quitenonplussed,news junkie. older than i look. fat lady. legalise abortion. sleep deprived. african feminist. agnostic. ọkpotso queer. pro-choice. tired nigerian. sup?,,False
1494087791612887040,"@stevol321 Also the handling of the pandemic. National health emergencies are meant to be bipartisan, but Labor have taken every opportunity to use it to attack the government. The worse was the scare campaign over AstraZeneca.",Twitter Web App,2022-02-16T23:14:22.000Z,1371442628504395782,2,TreeofKnowled14,Whatever Australia does will make negligible difference to global temperature. Labor lied on vaccines. A vote for Voices or TNL is a vote for Albanese.,Australia,False
1494093970250551300,"@Reuters COVID-19 vaccines profits in 2021

Pfizer, Johnson &amp; Johnson, Moderna, AstraZeneca
https://t.co/q24CVpe0xs",Twitter for Android,2022-02-16T23:38:56.000Z,1140830383791116294,0,Happyli80729814,"Hello, all you need to know about COVID-19, Vaccines and healthy lifestyle",,False
1494088831628627968,"RT @TreeofKnowled14: @stevol321 Also the handling of the pandemic. National health emergencies are meant to be bipartisan, but Labor have t…",Twitter for iPhone,2022-02-16T23:18:30.000Z,811826520,2,stevol321,"When what you hear and what you see don't match, trust your eyes.","New South Wales, Australia",False
1494077303667761154,"@Lukewearechange It says in the article that it's vaccines that use Ad5 as a vector to transport some of HIV's genetic material into the body. Allegedly Pfizer and Moderna don't use the Ad5. The only ones approved that do are Sputnik V, CanSino Convidecia and Oxford/AstraZeneca.",Twitter Web App,2022-02-16T22:32:42.000Z,75424289,0,mauberni,Qu'est ce qu'on s'emmerde!,,False
1494076603105566720,"RT @x28888x: ""It can be stated that the 4 samples of vaccines (Moderna 1, Moderna 2, AstraZeneca, Pfizer) all contain significant amount of…",Twitter for Android,2022-02-16T22:29:55.000Z,717871519519485952,53,ka81887,"#Aussie truth researcher
🇭🇲🇨🇦",Australia,False
1494097084588437505,AstraZeneca Wins Bid to Quash HHS’s Drug Discount Demand https://t.co/A35HMeYJJY,Twitter Web App,2022-02-16T23:51:18.000Z,570951677,0,IanMichaelLopez,"I write about drugs, the pandemic and health policy for @blaw, @bgov and @business. Tips, tricks: ilopez@bloombergindustry.com.","Washington, DC",True
1494098636338253825,"RT @CharityAMMF: THANK YOU! AMMF thanks @Incyte , @TaihoOncology @AstraZeneca , @ZymeworksInc and @NuCana_news for their support of our Eur…",Twitter for iPhone,2022-02-16T23:57:28.000Z,3402544414,2,LorenzaRimassa,"Associate Professor of Medical Oncology at HUNIMED, GI cancer specialist with research interest in #livercancer, #HCC, #biliarytractcancer, #cholangiocarcinoma","Milan, Italy ",False
1494078477770895362,@Whisker12899908 Like living in two different world's people have absolutely died with this bio weapon and been horrendously injured. Lisa Shaw BBC proven her death was caused by astrazeneca FFS what is wrong with people,Twitter for Android,2022-02-16T22:37:22.000Z,1486074917418323968,0,Michael74388730,Anarchist,,False
1494066581256683520,Israel approves AstraZeneca’s COVID-19 drug for people with weakened https://t.co/q4S3ASFKdB,WordPress.com,2022-02-16T21:50:06.000Z,959866583668723712,0,ahmedsuhiel1,My bio is in my eyes,Ukerine ,False
1494072532349206529,"RT @holmanm: @irishexaminer 1/2 The leader of this study has his nose firmly in the trough. Prof M.B. reports grants, personal fees, non-fi…",Twitter for iPhone,2022-02-16T22:13:44.000Z,123509698,1,allessandrea,BE HERE NOW 🦋 DESTINY IS ALL,,False
1494074059977543688,AstraZeneca Researchers Explain the Concept and Applications of the Shapley Value -  https://t.co/gCxOCo4Qqg #machinelearning #intoAInews,Neurons.AI,2022-02-16T22:19:49.000Z,780839403501432832,0,Neurons_AI,https://t.co/KJnFA7Qbkl - The #AI Knowledge and Global Community Platform. Helps you learn more about #AI #intoAI,Global,False
1494071956185837568,RT @asifrazzaq1988: AstraZeneca Researchers Explain the Concept and Applications of the Shapley Value in Machine Learning https://t.co/3AJu…,Twitter for Android,2022-02-16T22:11:27.000Z,3146290964,22,anandishivam1,,,False
1494090404840583173,"@harrydouble1 @tumcarayol If you are such a expert, why you don't ask yourself why Pfizer, AstraZeneca and others do not take responsibility for any side effects caused by the vaccine. They have made a deal with governments not to take responsibility, so even the producer don't know long term effects.",Twitter for Android,2022-02-16T23:24:46.000Z,1391014792446586884,0,DejanP83699084,,,False
1494093410902286336,RT @Lupusreference: 🚨 Today #Anifrolumab has been approved in the European Union 🇪🇺 as an add-on therapy for the treatment of adult patient…,Twitter for Android,2022-02-16T23:36:42.000Z,498524528,35,Blue_Lovebird,"◯特定疾患：SLE 全身性エリテマトーデス
◯元Ｍ菱電機コンピュータＣＥ
◯今は一旦、プーたろー(σ´Д｀)σ
◯やっぱり再正社員難しい( TДT)
◯ブルボゆうた天国へ🌈",消滅可能性都市…(￣∀￣;),False
1494085545873403905,"RT @yassermalikzada: I have had two shots of the AstraZeneca vaccine and two shots of Moderna, yet I have COVID19 for the fourth time now.",Twitter for iPhone,2022-02-16T23:05:27.000Z,1429653618089623554,1,WR69755402,F*ck Talib,,False
1494093430108139522,"RT @JacksonSmithA: @glenpyle Relevant?

2nd Dec 2021 - ""Covid: Trigger of rare blood clots with AstraZeneca jab found by scientists""

https…",Twitter Web App,2022-02-16T23:36:47.000Z,257799434,34,rscsupporter,"my sense of humor so dark, it picks cotton & my hypocrisy knows no bounds",kansas city,False
1494066674282246152,"@ACollectivist @MPofSeptember @CaedensOpinion @9mmballpoint @AmiHorowitz Another due to AstraZeneca

https://t.co/aAHCaYiDr4",Twitter Web App,2022-02-16T21:50:28.000Z,19675541,0,Jamie_ORourke,Jamie O'Rourke Actor with a ginger beard  https://t.co/07Ei20JrIp | Represented by https://t.co/OgC0stxVrd | https://t.co/1NONv8J66V,Hereford/Wales/UK,False
1494066815613480962,"@Cernovich @JewThao72 A Cesspool Of Corruption In Ottawa: AstraZeneca Maker, Emergent BioSolutions, Lobbying All Federal Parties
https://t.co/wfMIJRX5Yk",Twitter Web App,2022-02-16T21:51:01.000Z,997281206516383745,0,ussuricat1,"Am I therefore become your enemy, because I tell you the truth? - Galatians 4:16",Canada,False
1494074550312706054,"RT @Stuart_Bakewell: @NoritaHC @BBCWorld Vinay Prasad MD MPH Associate Professor, Epidemiology &amp; Biostatistics, practicing Hematologist Onc…",Twitter Web App,2022-02-16T22:21:46.000Z,3089824606,1,DAtatanasova,,,False
1494066170651156487,"@ACollectivist @MPofSeptember @CaedensOpinion @9mmballpoint @AmiHorowitz lol no, it isn't ""9"". Here's just 1, a high profile case at that. Astrazeneca

https://t.co/s9UuVK2ZYi",Twitter Web App,2022-02-16T21:48:28.000Z,19675541,0,Jamie_ORourke,Jamie O'Rourke Actor with a ginger beard  https://t.co/07Ei20JrIp | Represented by https://t.co/OgC0stxVrd | https://t.co/1NONv8J66V,Hereford/Wales/UK,False
1494077020816699393,RT @Lupusreference: 🚨 Today #Anifrolumab has been approved in the European Union 🇪🇺 as an add-on therapy for the treatment of adult patient…,Twitter Web App,2022-02-16T22:31:35.000Z,484262808,35,DamanLangguth,"Chair ANZVASC CLINICAL TRIALS Director Of SNP Immunology, Clinical Immunologist Wesley Hospital, Chair BPPQ RCPA, tweets mine","Brisbane, Australia",False
1494072042357882882,"RT @DrJohnB2: Extensive left intracranial hemorrhage &amp; thrombosis in the arms and feet after #CovidVaccination (AstraZeneca):
https://t.co/…",Twitter Web App,2022-02-16T22:11:48.000Z,1481845296883650561,3243,CanadaSOS1,"Canada has become a fascist hellhole...we need help.  #NoVaccinePassports #NoVaccineMandates Freedom, truth, informed consent, medical/bodily autonomy.",Canada,False
1494075251344375813,"A quick/rough update (source: #UNICEF &amp; 🇨🇦Govt) on the allocation/delivery status of Canadian doses pledged to #COVAX. 
Canada has pledged 37.7m💉 to COVAX from its bilateral deals (17.7m #AstraZeneca, 10m #Moderna, 10m #JnJ). 
🇨🇦💉🌐 https://t.co/eK7hIGIlNd",Twitter Web App,2022-02-16T22:24:33.000Z,3896595553,0,HealthLawAdamH,"#Health, #HumanRights, #Law & #EvidenceBasedPublicPolicy. Thinking globally but meeting CanCon requirements. Tweets mine, RTs could be endorsement or ridicule.",,False
1494086045272526850,"RT @vaxreports1: 647,029 nervous system disorders have been reported by the  European Medicines Agency

4,413 were fatal

185,387 not recov…",Twitter for iPhone,2022-02-16T23:07:26.000Z,92672440,52,WhiteSpir1t,Only drinks covfefe🍊,New Jersey to Texas,False
1494093838058725376,"@Reuters Comparing vaccines:
country of origin,
safety,
doses, 
price,
efficacy, and approval. 

Pfizer, Johnson &amp; Johnson, Moderna, AstraZeneca, Sputnik V, Sinopharm, Bharat Biotech (COVAXIN), Medicago (CoVLP) https://t.co/w8GHrjUE4R",Twitter for Android,2022-02-16T23:38:24.000Z,1140830383791116294,0,Happyli80729814,"Hello, all you need to know about COVID-19, Vaccines and healthy lifestyle",,False
1494081485669867521,RT @IrishInquiry: Eithne Branigan lodged a criminal complaint at @gardainfo after suffering a life changing injury from the @AstraZeneca #C…,Twitter Web App,2022-02-16T22:49:19.000Z,1428132870288285699,252,MariaTrue77,💜 Bodily and Cerebral Integrity are the most important human rights. ✝️,,False
1494098448185970689,"RT @DrJohnB2: Extensive left intracranial hemorrhage &amp; thrombosis in the arms and feet after #CovidVaccination (AstraZeneca):
https://t.co/…",Twitter Web App,2022-02-16T23:56:43.000Z,1087724815,3243,Estriola,"Freiheit ist, seine eigenen Gedanken zu denken und sein eigenes Leben zu leben - J.F.Kennedy    

Qui tacet consentit",,False
1494071519143735304,@3DPrinting_Phil @AstraZeneca @GoodRx  says my price would be approx $215/mo thru CVS which is the cheapest option. Walmart was still in the $250 range.,Twitter for Android,2022-02-16T22:09:43.000Z,236550219,0,AbuzzDesigns,"I like to make things with lasers, 3d printers and cncs. Also I love glitter.","Bath, Maine",False
1494091612993245184,"RT @Muhd_Nazarudin_: Ada sesiapa yang nak booster tapi belum ada appointment? Boleh datang ke PPV kami ya, kami terima walk in. 10 min done…",Twitter for iPhone,2022-02-16T23:29:34.000Z,838782061326426112,4,idhampejja,,"Petaling Jaya, Selangor",False
1494072249544056835,"RT @DrJohnB2: Extensive left intracranial hemorrhage &amp; thrombosis in the arms and feet after #CovidVaccination (AstraZeneca):
https://t.co/…",Twitter for Android,2022-02-16T22:12:37.000Z,1127242189824770050,3243,imagine9399,"I like to keep a low profile, so I choose to keep my identity a secret.",,False
1494075267274448897,RT @rodbishop15: #TheEU are truly pathetic. In the financial crisis they bullied #Greece. In the Covid crisis they bullied #AstraZeneca. Th…,Twitter for iPad,2022-02-16T22:24:36.000Z,1893763549,40,Bryncadnocobs,"Breeding Section D Welsh Cobs of outstanding temperament and conformation. Bred Supreme Champion of 2012 Lampeter Stallion Show, youngstock champion RWAS 2012.","Broad Haven, Pembrokeshire",False
1494085684935671810,"RT @VerumBellator1: Denmark 🇩🇰 - When announcing the discontinuation of the AstraZeneca vaccine, the director Tanja Erichsen of the Medicin…",Twitter for iPad,2022-02-16T23:06:00.000Z,1128875423893471233,704,olivia_fafa,,,False
1494087460552384517,another video post https://t.co/7jxeVsrqwu,Twitter Web App,2022-02-16T23:13:04.000Z,592138427,0,bewisercomua,,,False
1494082948093464577,"Mark Ruston: British man temporarily banned from Facebook after sharing gruesome photo of post-AstraZeneca, baseball-sized blood clot in his arm - The COVID Blog https://t.co/o1PRgx8Xuj",Twitter for iPhone,2022-02-16T22:55:08.000Z,1473320439598530566,0,SandeenAlyssa,Christian Philosopher/Full Believer #TeamKingDavid #7thSeal #7thTrumpet #ChristisKing #LivinginTheEndTimes #IStandwithIsrael #JesusIsComing,,False
1494075812420669441,"RT @DrJohnB2: Extensive left intracranial hemorrhage &amp; thrombosis in the arms and feet after #CovidVaccination (AstraZeneca):
https://t.co/…",Twitter Web App,2022-02-16T22:26:46.000Z,237616094,3243,Beautyjunkie21,"Wife & mom, daughter, sister, aunt, #notaKaren, beauty junkie, label whore, loves life, dancing, singing, reading, travel, Pilates, & anything interesting","MoCo, MD",False
1494097888640737282,"RT @DrJohnB2: Cytomegalovirus reactivation &amp; pericarditis following  #CovidVaccination (AstraZeneca):
https://t.co/IfJsxKhwwG
A 67-year-old…",Twitter Web App,2022-02-16T23:54:30.000Z,1087724815,178,Estriola,"Freiheit ist, seine eigenen Gedanken zu denken und sein eigenes Leben zu leben - J.F.Kennedy    

Qui tacet consentit",,False
1494097864867332098,"@ElstoneGutters @Lilybil24762994 @statsjamie The reported Vaccine efficacy is based on relative risk reduction (RRR).
What they should report on is the absolute risk reduction (ARR). ARR's are ignored because they give a much less impressive effect size than RRRs: 1·3% for AstraZeneca, and 0·84% for Pfizer.
Now do the maths",Twitter Web App,2022-02-16T23:54:24.000Z,421128504,0,DontJabmeagain,"Never underestimate 'the power of stupid people in large groups'

Proud to be a 'Mumbo Jumboist' #MumboJumbo",,False
1494070262576578560,"RT @Reuters: The relatively short shelf life of AstraZeneca's COVID vaccine has complicated the rollout to the world's developing nations,…", Rakib Hasan ,2022-02-16T22:04:43.000Z,998804133288144901,27,RakibHa20359807,,"Dhaka, Bangladesh",False
1494087802622984192,"RT @thesassymicrobe: “They’ve changed the definition of vaccine.”

Here’s the definition of ‘vaccine’ from my 2002 Oxford English Dictionar…",Twitter Web App,2022-02-16T23:14:25.000Z,1452008228628357120,13,DocScurlock3,"Schiet snel op onzin. Denk aan elkaar en de maatschappij.
Expert in infectie ziekten.",Nederland,False
1494094074852302856,RT @buckyouhorses: Another person I know in the UK in hospital with blood clots on her lungs thanks to the #AstraZeneca #VaccineSideEffects…,Twitter Web App,2022-02-16T23:39:21.000Z,1382041653372936194,1,Les64008605,Stick to your guns. Take back what was never theirs to take.,UK,False
1494069637251997696,"@Chris59778879 @Ricky_molloy Hate to break it to you but the real world trial evidence has shown the current covid vaccines haven't worked.

Even Pfizer &amp; AstraZeneca have said the efficacy has been poor",Twitter for Android,2022-02-16T22:02:14.000Z,1404025563660963850,0,H_o_n_e_y_H,,,False
1494076643337515013,@doctor_oxford People in the comments think it’s just like a “traditional” vaccine 🙈 bless.,Twitter for iPhone,2022-02-16T22:30:05.000Z,760874992372449280,0,ineverfollow,,,False
1494095102779793410,RT @NorthernMomFree: @Amir86042225 @jamie_blom I've always said how stupid does Trudeau think we are to believe he and his wife took the re…,Twitter Web App,2022-02-16T23:43:26.000Z,1464932193956937728,1,CatusPetasatus,"#IStandWithTruckers #NoVaccineMandate #TruckersForFreedom Old proverb: the dogs bark, but the caravan goes on",,False
1494067074158805007,"@ACollectivist @MPofSeptember @CaedensOpinion @9mmballpoint @AmiHorowitz AstraZeneca

https://t.co/nzb4fj3aN0",Twitter Web App,2022-02-16T21:52:03.000Z,19675541,0,Jamie_ORourke,Jamie O'Rourke Actor with a ginger beard  https://t.co/07Ei20JrIp | Represented by https://t.co/OgC0stxVrd | https://t.co/1NONv8J66V,Hereford/Wales/UK,False
1494072864370135040,"Putting its pivotal failure in the rearview mirror, AstraZeneca scores an EU nod for its lupus drug
Endpoints News
https://t.co/ikR7quf4RQ",Twitter,2022-02-16T22:15:04.000Z,1421616934202740739,0,sourceseh,"What people are saying that other people said: ""sources say ... """,,False
1494088967733526532,@kodkod87 @rf121rf @KatyMyers062272 @rising_serpent https://t.co/fhQwQiVv3O,Twitter Web App,2022-02-16T23:19:03.000Z,3391603780,0,terryloohoo,"I believe JESUS is who He said He was. Happily married to an alpha male for decades. Blessed with 3 girls, 4 grands and lotsa fur babies. We ride old Harleys.",United States,False
1494089095735242755,"RT @JacksonSmithA: @glenpyle Relevant?

2nd Dec 2021 - ""Covid: Trigger of rare blood clots with AstraZeneca jab found by scientists""

https…",Twitter Web App,2022-02-16T23:19:33.000Z,612931307,34,ADevotedYogi,"Ayurvedic Living, Life Enthusiast, Functional Nutrition, Longevity.
 Also Observations & a commentary on current events.
https://t.co/fSmuYMuxvM
cryptos","fabulous Las Vegas, NV",False
1494082654966276102,@whiterose_lady @TheFreds Good luck with your veins kumquat. https://t.co/SGpsdRobfR,Twitter Web App,2022-02-16T22:53:58.000Z,1482113700244959236,0,GenXThinks,5th fake account. Covidians took down my mostly real accounts. George Carlin's politics. Pharma gives money to both sides. P.S. PCR tests are bs. US/FR/IT,,False
1494086420306276356,"RT @Conservatives: 📆 One year ago today, the first Oxford/AstraZeneca vaccine was administered. 

🌍 2.5 billion doses have now been adminis…",Twitter Web App,2022-02-16T23:08:56.000Z,1215712585,89,KateLizMcLaren,"United Kingdom of Great Britain and Northern Ireland
London is the capital city of the United Kingdom of Great Britain and Northern Ireland.",,False
1494068089859854342,"@TheMarcitect @PierrePoilievre A Cesspool Of Corruption In Ottawa: AstraZeneca Maker, Emergent BioSolutions, Lobbying All Federal Parties
https://t.co/wfMIJRX5Yk",Twitter Web App,2022-02-16T21:56:05.000Z,997281206516383745,2,ussuricat1,"Am I therefore become your enemy, because I tell you the truth? - Galatians 4:16",Canada,False
1494083870203191296,@whereisdaz Reminds me of this article on the vaccine blood clots - risk perception is complicated for very low probability events! https://t.co/GLsLDfhIfZ,Twitter Web App,2022-02-16T22:58:48.000Z,1186817451268300800,0,DrJeffHolst,"Cancer Metabolism Researcher | @UNSWMedicine | Introverted Extrovert | Life/Work Balance Advocate | he/him
#flexiblework #husbandandfather #craftbeer",Sydney NSW Australia,False
1494076467336126468,RT @TheSun: Scientist who developed Oxford-AstraZeneca Covid vaccine presented with damehood by Princess Anne https://t.co/OkDwOoeWgp,Twitter for iPhone,2022-02-16T22:29:23.000Z,3421146772,24,Sophie755339261,,,False
1494091061718831110,RT @Lupusreference: 🚨 Today #Anifrolumab has been approved in the European Union 🇪🇺 as an add-on therapy for the treatment of adult patient…,Twitter for iPhone,2022-02-16T23:27:22.000Z,1225811405464653827,35,AshimaMakol,"Rheumatologist, Associate Professor @MayoClinic #Scleroderma #Raynaud's #Capillaroscopy #Vasculitis #MSKUS, Mom, Foodie, Traveller. Tweets are my own.","Rochester, Minnesota, USA",False
1494080296567939073,"@somethingsoffok @theysayitsrare @iammrazul Not every covid vaccine is an mRNA one, for example the AstraZeneca vaccine is a viral vector vaccine instead. 
Also mRNA vaccines have been used to fight Influenza, Rabies and Zika virus",Twitter for iPhone,2022-02-16T22:44:36.000Z,2243660122,0,cpsr1878,Gwladys street STH | Bisexual king,,False
1494084471007686656,"RT @DrJohnB2: Extensive left intracranial hemorrhage &amp; thrombosis in the arms and feet after #CovidVaccination (AstraZeneca):
https://t.co/…",Twitter for iPhone,2022-02-16T23:01:11.000Z,1483086600657674242,3243,Freedom4All1023,,"Niagara Falls, Ontario",False
1494080589401833475,"RT @Reuters: The relatively short shelf life of AstraZeneca's COVID vaccine has complicated the rollout to the world's developing nations,…",BAPSPRING2019,2022-02-16T22:45:45.000Z,4012083173,27,wajgilani,,,False
1494093739307974656,"#AwesomeDatascience Awesome Drug Synergy, Interaction and Polypharmacy Prediction https://t.co/kZgYsZnpVP",Buffer,2022-02-16T23:38:01.000Z,1401161409942102023,0,trackawesome,"Track your favorite Github awesome repo, not just star it.",,False
