id,text,source,created_at,user_id,retweet_count,username,user_desc,location,verified
1494085874505637888,"@Surgeon_General 
Do the right thing, speak up! Do it for India 🇮🇳 Vivek! 
#FDAremoveTheHold
#Covaxin #Ocugen @Ocugen @BharatBiotech #BharatBiotech #Covid #Vaccine https://t.co/SHPtDCNz7c",Twitter Web App,2022-02-16T23:06:45.000Z,1209495528,2,nodude504_fox,"#COVAXIN, an inactivated-virus vaccine with an adjuvant discovered with #NIH support, has 77.8% efficacy against symptomatic #COVID19 and no safety concerns",The righteous shall prevail!,False
1494081957944168449,"RT @savita_jayaram: Kudos to the Indian scientists, healthcare workers and the govt. In controlling the pandemic! Despite higher population…",Twitter Web App,2022-02-16T22:51:12.000Z,1390408286906634243,42,Scully691,,"California, USA ",False
1494082762390884353,"RT @j43lg: @EricTopol So, why do you think we don't have a vaccine with solid Omicron results/data?  Covaxin applied for ages 2+ back in No…",Twitter for iPhone,2022-02-16T22:54:23.000Z,1473455372983844868,1,RickRn2145,,,False
1494081548165038080,RT @GuyCreal: @EricTopol Now go look at the Covaxin results on omicron. It’s the only vaccine that works on it. Period. Unfortunately our g…,Twitter for iPhone,2022-02-16T22:49:34.000Z,1473455372983844868,2,RickRn2145,,,False
1494086141699579907,RT @GuyCreal: $ocgn don’t be surprised to see quick and sudden Covaxin approval now that the FDA has been exposed on video with pay to play…,Twitter for iPhone,2022-02-16T23:07:49.000Z,1443297529664258052,9,mclvinxx,Trader📈 #IchooseCOVAXIN,,False
1494091422919659521,Let's go Brandon https://t.co/4nT6QNpe9V,Twitter for Android,2022-02-16T23:28:48.000Z,1393029516109312002,0,Judy57804607,Chaser of truth,,False
1494091874419707906,RT @AverageJoe143: @gen_jackkeane @FaulknerFocus @HARRISFAULKNER @FoxNews Its been held @US_FDA #IchooseCOVAXIN for longest time since June…,Twitter for iPhone,2022-02-16T23:30:36.000Z,1456365100697219086,3,FullTimeDreamir,"Covaxin; a choice for All. Read a science paper, not a headline.",,False
1494081400462524421,"RT @Danilo95003066: @GaviSeth @gavi @Novavax @COVID19 Thinking #local #global #traditional .. 💭 
✨#COVAXIN✨✨

✨whole-virion inactivated tac…",Twitter for iPhone,2022-02-16T22:48:59.000Z,1473455372983844868,1,RickRn2145,,,False
1494083656238841856,"@JoeBiden Its been held @US_FDA #IchooseCOVAXIN for longest time since June 2021 for adults then Since Nov 2021 for kids #Covaxin4Kids its CRIMiNAL, could have save more lives!! COVAXIN WHOLE VARIANT/VIRUS THAT CAN KILL IT, INSTEAD OF MRNA THAT KEPT ON MUTATING!!! https://t.co/6x0kZ0tAFO",Twitter for Android,2022-02-16T22:57:57.000Z,1449092858418372608,0,AverageJoe143,Covaxin For Kids & Humanity,United States,False
1494080574876696577,"#ICYMI There was an EUA submitted for children ages 2-18 using a traditional,safe non-MRNA vaccine #COVAXIN #covaxin4kids We need choices and approval now! 
@NIHDirector @POTUS @US_FDA @CDCgov #OCUGEN #COVID19 #IchooseCOVAXIN 
https://t.co/yHLX8dTSbH https://t.co/4y0pu2aUcH",Twitter for Android,2022-02-16T22:45:42.000Z,1456948733023764486,1,Pisces092151,"I choose love, kindness and respect in a world full of hate and look for ways to be a force for good in everything I do.",,False
1494097526001221632,RT @Mike56305902: @TheLaurenChen Where is Covaxin ? The FDA works with Pfizer to hold data from America for decades but Covaxin will freely…,Twitter for iPad,2022-02-16T23:53:03.000Z,1324613461318520832,1,rhinna57,"Scottish Irish Dual Citizenship 🇺🇸🇨🇦CPA / Married 42 yrs. to my Canadian Husband Live in Ontario Gidget; my nickname Born Boston, Massachusetts.63 yrs young",,False
1494083717567954944,"@CDCDirector @CDCgov Its been held @US_FDA #IchooseCOVAXIN for longest time since June 2021 for adults then Since Nov 2021 for kids #Covaxin4Kids its CRIMiNAL, could have save more lives!! COVAXIN WHOLE VARIANT/VIRUS THAT CAN KILL IT, INSTEAD OF MRNA THAT KEPT ON MUTATING!!! https://t.co/6x0kZ0tAFO",Twitter for Android,2022-02-16T22:58:11.000Z,1449092858418372608,0,AverageJoe143,Covaxin For Kids & Humanity,United States,False
1494086279390281731,RT @Popeyeseye1: The vaccine companies pay us hundreds of millions of dollars a year to hire and keep reviewers to approve their products….…,Twitter for iPhone,2022-02-16T23:08:22.000Z,1443297529664258052,109,mclvinxx,Trader📈 #IchooseCOVAXIN,,False
1494080546682585093,RT @Nii_Anue_Q: @pdrpuff1 Looks like someone jumped before they were pushed. Funny what people will do to save their pension. When will an…,Twitter for iPhone,2022-02-16T22:45:35.000Z,1473455372983844868,1,RickRn2145,,,False
1494083122991808512,"@SenRandPaul Its been held @US_FDA #IchooseCOVAXIN for longest time since June 2021 for adults then Since Nov 2021 for kids #Covaxin4Kids its CRIMiNAL, could have save more lives!! COVAXIN WHOLE VARIANT/VIRUS THAT CAN KILL IT, INSTEAD OF MRNA THAT KEPT ON MUTATING!!! https://t.co/6x0kZ0tAFO",Twitter for Android,2022-02-16T22:55:49.000Z,1449092858418372608,0,AverageJoe143,Covaxin For Kids & Humanity,United States,False
1494081979976986626,RT @AngeloMariucci: @US_FDA Hmmmmmmm what say you FDA???????  corruption anyone!!   #COVAXIN https://t.co/Rcb9WgmPZh,Twitter for iPhone,2022-02-16T22:51:17.000Z,1473455372983844868,1,RickRn2145,,,False
1494094134797385732,@levfacher #IchooseCOVAXIN a traditional whole-virus inactivating vaccine. #COVAXIN - THE UNIVERSAL solution against COVID-19! Covers all current and very likely upcoming variants! #BharatBiotech #Ocugen #Ocgn https://t.co/kuxxeJPqKa,Twitter for iPhone,2022-02-16T23:39:35.000Z,1417544937269256200,5,imp_ax,Supporter of #COVAXIN @Ocugen https://t.co/s47POreexA,,False
1494082248408195078,RT @Chris34883890: This is interesting! The White House can’t pretend that they do not know about the BeST and SAFEST vaccine in the World…,Twitter Web App,2022-02-16T22:52:21.000Z,1458907388610818052,23,Sadikelpau,,,False
1494079486295527424,RT @Chris34883890: This is interesting! The White House can’t pretend that they do not know about the BeST and SAFEST vaccine in the World…,Twitter for iPhone,2022-02-16T22:41:22.000Z,1379701085267451905,23,Danilo95003066,,,False
1494081949987708934,"@DrTomFrieden So let's approve a real vaccine then...#covaxin #Ocugen 
#IchooseCOVAXIN 
#Covaxin4Kids 
Inactive virus technology 120 years of PROVEN science with ZERO severe side effects... I seriously cannot fathom why this vaccine isn't available still and why it wasn't in MAY of last year https://t.co/7h2ZpFgAYB",Twitter Web App,2022-02-16T22:51:10.000Z,1461521187624869897,0,tazman0128,#covaxin activist time for a real vaccine based on 120 years of proven science!!! #IchooseCOVAXIN,,False
